CollectionNumber,Locality_Code,DBH,X_coordinate,Y_coordinate,CutdownDate,GrowthForm,TrunkHeight,CrownHeight,CrownWidth,MatureLeafTotalWeight,YoungLeafTotalWeight,X.Carbon,X.Nitrogen,auto.BYHAND,WholeTreeMatureLeafArea,WholeTreeYoungLeafArea,MatureLeafSampleAreaBeforeHerbivory,MatureLeafSampleAreaAfterHerbivory,YoungLeafSampleAreaBeforeHerbivory,YoungLeafSampleAreaAfterHerbivory,MatureLeafSampleWetWeight,YoungLeafSampleWetWeight,comments,exudate.absent,exudate.white,exudate.cream,exudate.yellow,exudate.orange,exudate.red,exudate.black,exudate.colorless,OLD.NumberOfCaterpillarsDB,OLD.NumberLiveMinesDB,OLD.NumberDeadMinesDB,latex.absent,OLD.SLADB,OLD.Carbon,OLD.Nitrogen,SLA,isZ,Family_ID,Genus_ID,Species_ID,Species_AUTHOR,CorrTaxa2016,Morphospecies,auto.X.Carbon,auto.X.Nitrogen,auto.SLA,auto.latex,auto.YoungTotalFromSample,auto.MatureTotalFromSample,REMOVE.missCutdown,REMOVE.noLeafWeight,TotalLeafWeight,TotalLeafArea,TotalTreeHeight,YoungLeafHerbivory,MatureLeafHerbivory,auto.CrownHeight,auto.CrownHeight.no,auto.CrownHeight.rsq,auto.CrownWidth,auto.CrownWidth.no,auto.CrownWidth.rsq,auto.TrunkHeight,auto.TrunkHeight.no,auto.TrunkHeight.rsq,NumberOfCaterpillarsVOJTA,LOOKUP,Phill-caterpillars,Compare,NumberDeadMinesOndra,LOOKUP,Phil-deadMines,Compare,NumberLiveMinesOndra,LOOKUP,Phil-liveMines,Compare,OuterBarkTexture.smooth,OuterBarkTexture.rough,OuterBarkTexture.flaky,OuterBarkTexture.lenticels,fissures.vertical,fissures.horizontal,fissures.broad,fissures.narrow,bark.black,bark.darkbrown,bark.brown,bark.lightbrown,bark.orange,bark.yellow,bark.red,bark.pink,bark.white,bark.cream,bark.grey,bark.green,bark.OTHER,cambium.black,cambium.darkbrown,cambium.brown,cambium.lightbrown,cambium.orange,cambium.yellow,cambium.red,cambium.pink,cambium.white,cambium.cream,cambium.grey,cambium.green,cambium.OTHER,wood.black,wood.darkbrown,wood.brown,wood.lightbrown,wood.orange,wood.yellow,wood.red,wood.pink,wood.white,wood.cream,wood.grey,wood.green,SpeciesMissing,TOREMOVE,TOREMOVE.comment,Herbivory_Young_missing,Herbivory_Mature_missing,FamilyNEW14,GenusNEW14,speciesNEW14,MorphospeciesNEW,SpeciesNEW-OLD,Family-OLD,Genus-OLD,Species-OLD,SpeciesNameDiff,Herbivory Added Mature/Young
WS4E1140,WS,16.2,81.955,71.089,19-Sep-07,tree,12.88,4.82,4.1,2,0.1356,47.45925,3.17975,0,9.0687715736,0.2856672694,2761.806,2679.822,1211,1165,59.1,55.3,,1,0,0,0,0,0,0,0,10,0,67,1,132.3170791,47.45925,3.17975,132.3170791083,0,Malvaceae,Trichospermum,Trichospermum pleiostigma,pleiostigma,0,,1,1,0,0,0,0,NO,NO,2.1356,9.0687715736,17.7,46,81.984,0,0,0,0,0,0,0,0,0,11,12,12,NNN,67,67,67,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Malvaceae,Trichospermum,pleiostigma,,Trichospermum pleiostigma,Malvaceae,Trichospermum,Trichospermum pleiostigma,0,0
WS4E1141,WS,5.7,94.181,74.181,17-Sep-07,tree,3.23,5.17,4.22,3,0,42.473,2.2445,0,12.8080220588,0,3522.102,3483.782,NA,NA,81.6,0,,0,0,0,0,0,0,0,1,1,0,0,1,143.2674581,41.42925,2.0365,143.267458069,0,Anacardiaceae,Dracontomelon,Dracontomelon dao,dao,0,,1,1,0,0,0,0,NO,NO,3,12.8080220588,8.4,NA,38.32,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Anacardiaceae,Dracontomelon,dao,,Dracontomelon dao,Anacardiaceae,Dracontomelon,Dracontomelon dao,0,0
WS4E1142,WS,5.5,88.349,72.378,18-Sep-07,tree,4.72,1.08,1.59,1.8,0,40.356,2.461,0,3.5846967391,0,3303.283,3297.921,NA,NA,165.6,0,,1,0,0,0,0,0,0,0,0,0,0,1,131.8970249,44.0705,3.70175,131.8970248889,0,Nyctaginaceae,Pisonia,Pisonia longirostris,longirostris,0,,0,0,0,0,0,0,NO,NO,1.8,3.5846967391,5.8,NA,5.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Nyctaginaceae,Pisonia,longirostris,,Pisonia longirostris,Nyctaginaceae,Pisonia,Pisonia longirostris,0,0
WS4E1143,WS,21.9242832364,91.769,68.245,20-Sep-07,tree,5,9.22,5.12,8.4,0,46.627,3.0536666667,1,66.7550071749,0,3647.901,3544.373,NA,NA,44.6,0,,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,227.9600277183,0,Fabaceae,Pterocarpus,Pterocarpus indicus,indicus,0,,1,1,1,1,0,0,NO,NO,8.4,66.7550071749,14.22,NA,103.528,0,0,0,0,0,0,0,0,0,17,#N/D,17,0,6,#N/D,6,0,9,9,9,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,,0,1,1,1,0,0,1,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Fabaceae,Pterocarpus,indicus,,Pterocarpus indicus,Fabaceae,Pterocarpus,Pterocarpus indicus,0,0
WS4E1144,WS,5,87.075,72.254,17-Sep-07,tree,2.05,6.29,2.21,1.6,0,44.9715,2.32875,0,6.7541442038,0,3478.033,3313.752,NA,NA,78.5,0,,0,0,0,0,0,1,0,0,10,0,4,0,NA,44.9715,2.32875,135.5550796099,0,Euphorbiaceae,Macaranga,Macaranga aleuritoides,aleuritoides,0,,1,1,1,0,0,0,NO,NO,1.6,6.7541442038,8.34,NA,164.281,0,0,0,0,0,0,0,0,0,10,11,11,NNN,4,4,4,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Macaranga,aleuritoides,,Macaranga aleuritoides,Euphorbiaceae,Macaranga,Macaranga aleuritoides,0,0
WS4E1145,WS,11.3,83.597,72.544,19-Sep-07,tree,1.22,14.89,8.78,5,0.022,47.27175,2.4055,0,2.7713470588,0.67,2946.913,2826.774,690,670,510,2.2,Previously Identified by LAE as Alphitonia incana,1,0,0,0,0,0,0,0,9,0,0,1,194.1474899,47.27175,2.4055,194.1474899065,0,Malvaceae,Commersonia,Commersonia bartramia,bartramia,0,,1,1,0,0,0,0,NO,NO,5.022,2.7713470588,16.11,20,120.139,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Malvaceae,Commersonia,bartramia,,Commersonia bartramia,Malvaceae,Commersonia,Commersonia bartramia,0,0
WS4E1146,WS,10.8,80,73.11,19-Sep-07,tree,3.5,8.76,3.43,1.8,0,45.739,2.76,0,9.8184251825,0,3096.698,2989.165,NA,NA,54.8,0,Previously Identified by LAE as Alphitonia incana,1,0,0,0,0,0,0,0,3,0,0,0,189.7148988,47.27175,2.4055,189.7148988128,0,Malvaceae,Commersonia,Commersonia bartramia,bartramia,0,,0,0,0,0,0,0,NO,NO,1.8,9.8184251825,12.26,NA,107.533,0,0,0,0,0,0,0,0,0,4,5,5,NNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Malvaceae,Commersonia,bartramia,,Commersonia bartramia,Malvaceae,Commersonia,Commersonia bartramia,0,0
WS4E1147,WS,8.8,98.702,76.006,24-Sep-07,tree,9.37,4.49,2.98,2.6,0.0372,41.764,3.525,0,7.5362935556,0.1521039474,2766.269,2608.717,1262,1243,90,30.4,,1,0,0,0,0,0,0,0,3,0,0,1,146.8111761,42.88466667,3.677,146.8111761131,0,Euphorbiaceae,Endospermum,Endospermum labios,labios,0,,0,0,0,0,0,0,NO,NO,2.6372,7.5362935556,13.86,19,157.552,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Endospermum,labios,,Endospermum labios,Euphorbiaceae,Endospermum,Endospermum labios,0,0
WS4E1148,WS,5.9,98.203,69.807,22-Sep-07,tree,1.93,7.11,3.22,2.8,0,39.9916666667,1.92,0,12.6639420561,0,2948.056,2903.661,NA,NA,64.2,0,,0,1,1,0,0,0,0,0,0,0,8,0,180.6415776,40.4375,1.9625,180.6415775652,0,Moraceae,Ficus,Ficus variegata,variegata,0,,1,1,0,0,0,0,NO,NO,2.8,12.6639420561,9.04,NA,44.395,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Moraceae,Ficus,variegata,,Ficus variegata,Moraceae,Ficus,Ficus variegata,0,0
WS4E1149,WS,7.8,96.759,75.372,22-Sep-07,tree,9.12,3.79,2.99,3,0,44.9715,2.32875,0,9.9938914647,0,3253.619,3161.401,NA,NA,94.9,0,,0,0,0,0,0,1,0,0,11,0,4,1,101.8322619,44.9715,2.32875,101.8322618627,0,Euphorbiaceae,Macaranga,Macaranga aleuritoides,aleuritoides,0,,1,1,0,0,0,0,NO,NO,3,9.9938914647,12.91,NA,92.218,0,0,0,0,0,0,0,0,0,12,13,13,NNN,4,4,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,,0,0,1,1,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Macaranga,aleuritoides,,Macaranga aleuritoides,Euphorbiaceae,Macaranga,Macaranga aleuritoides,0,0
WS4E1150,WS,19.1,96.767,73.067,24-Sep-07,tree,8.12,5.82,4.11,4,0.084,43.281,3.483,0,19.6832595041,0.270102287,2980.059,2977.093,1411.658,1411.606,60.5,43.9,,1,0,0,0,0,0,0,0,2,0,0,1,165.5281388,43.7365,3.5355,165.5281388048,0,Euphorbiaceae,Melanolepis,Melanolepis multiglandulosa,multiglandulosa,0,,0,0,0,0,0,0,NO,NO,4.084,19.6832595041,13.94,0.052,2.966,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,chance to find,chance to find,Euphorbiaceae,Melanolepis,multiglandulosa,,Melanolepis multiglandulosa,Euphorbiaceae,Melanolepis,Melanolepis multiglandulosa,0,2
WS4E1151,WS,18.6,92.718,74.901,21-Sep-07,tree,7.85,5.84,6.59,9.8,0.1557,43.7365,3.5355,0,40.8692938889,0.5842566176,4506.017,4503.963,1532,1531,108,40.8,,1,0,0,0,0,0,0,0,0,0,0,1,202.6710382,43.7365,3.5355,202.6710382439,0,Euphorbiaceae,Melanolepis,Melanolepis multiglandulosa,multiglandulosa,0,,1,1,0,0,0,0,NO,NO,9.9557,40.8692938889,13.69,1,2.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,chance to find,Euphorbiaceae,Melanolepis,multiglandulosa,,Melanolepis multiglandulosa,Euphorbiaceae,Melanolepis,Melanolepis multiglandulosa,0,1
WS4E1152,WS,6.5,95.8,75.8,17-Sep-07,tree,5.92,3.59,3.46,1.2,0,43.757,2.3183333333,0,8.4025660574,0,2703.323,2681.819,NA,NA,38.3,0,DNA - 1 disc out of 10 is missing.,1,0,0,0,0,0,0,0,0,0,17,1,189.8112008,43.757,2.318333333,189.8112007919,0,Burseraceae,Garuga,Garuga floribunda,floribunda,0,,1,1,0,0,0,0,NO,NO,1.2,8.4025660574,9.51,NA,21.504,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Burseraceae,Garuga,floribunda,,Garuga floribunda,Burseraceae,Garuga,Garuga floribunda,0,0
WS4E1153,WS,7.3,96.76,77.281,22-Sep-07,tree,9.16,4.33,4.34,4.6,0,44.9715,2.32875,0,15.7302966429,0,3459.117,3361.496,NA,NA,98.3,0,,0,0,0,0,0,1,0,0,19,0,7,1,134.8946845,44.9715,2.32875,134.8946845455,0,Euphorbiaceae,Macaranga,Macaranga aleuritoides,aleuritoides,0,,1,1,0,0,0,0,NO,NO,4.6,15.7302966429,13.49,NA,97.621,0,0,0,0,0,0,0,0,0,19,24,24,NNN,7,7,7,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,,0,0,1,1,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Macaranga,aleuritoides,,Macaranga aleuritoides,Euphorbiaceae,Macaranga,Macaranga aleuritoides,0,0
WS4E1154,WS,5.9,95.865,78.495,22-Sep-07,tree,3.27,4.85,3.14,1.8,0,45.11875,2.0325,0,7.4520688073,0,2788.289,2707.585,NA,NA,65.4,0,,1,0,0,0,0,0,0,0,0,0,0,1,173.8391751,45.11875,2.0325,173.8391750628,0,Lamiaceae,Vitex,Vitex cofassus,cofassus,0,,1,1,0,0,0,0,NO,NO,1.8,7.4520688073,8.12,NA,80.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,data ok,data ok,Lamiaceae,Vitex,cofassus,,Vitex cofassus,Lamiaceae,Vitex,Vitex cofassus,0,0
WS4E1155,WS,10.3,97.716,78.935,22-Sep-07,tree,6.99,5.77,5.06,6.4,0,44.9715,2.32875,0,25.6997239047,0,5412.696,5224.272,NA,NA,130.1,0,,0,0,0,0,0,1,0,0,24,0,16,1,122.9217836,44.9715,2.32875,122.9217835503,0,Euphorbiaceae,Macaranga,Macaranga aleuritoides,aleuritoides,0,,1,1,0,0,0,0,NO,NO,6.4,25.6997239047,12.76,NA,188.424,0,0,0,0,0,0,0,0,0,25,29,29,NNN,16,16,16,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,,0,0,1,1,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Macaranga,aleuritoides,,Macaranga aleuritoides,Euphorbiaceae,Macaranga,Macaranga aleuritoides,0,0
WS4E1156,WS,15.9,87.37,76.405,18-Sep-07,tree,9.3187718026,6.5239790047,5.324575473,0,0,45.3475,2.2125,0,0,0,NA,NA,NA,NA,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,NA,45.3475,2.2125,137.3573417733,0,Euphorbiaceae,Macaranga,Macaranga tanarius,tanarius,0,,1,1,1,0,0,0,NO,no mature and young leaves weights,0,0,15.8427508073,NA,NA,1,252,0.3697045778,1,248,0.5524364571,1,258,0.1814032682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no,no leaves records,no,data ok,data ok,Euphorbiaceae,Macaranga,tanarius,,Macaranga tanarius,Euphorbiaceae,Macaranga,Macaranga tanarius,0,0
WS4E1157,WS,7.8,83.304,75.92,19-Sep-07,tree,3.79,4.71,3.64,2.2,0,43.602,1.841,0,9.4623365248,0,2498.209,2425.799,NA,NA,56.4,0,,0,1,0,0,0,0,0,0,1,0,0,0,158.5784841,40.80966667,1.692666667,158.5784841221,0,Moraceae,Ficus,Ficus congesta,congesta,0,,1,1,0,0,0,0,NO,NO,2.2,9.4623365248,8.5,NA,72.41,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Moraceae,Ficus,congesta,,Ficus congesta,Moraceae,Ficus,Ficus congesta,0,0
WS4E1158,WS,5.1,84.065,78.19,17-Sep-07,tree,2.43,6.88,3.45,4.2,0,43.602,1.841,0,17.4786814941,0,2499.132,2451.177,NA,NA,58.9,0,,0,1,0,0,0,0,0,0,2,0,0,0,103.0956894,40.80966667,1.692666667,103.0956894293,0,Moraceae,Ficus,Ficus congesta,congesta,0,,1,1,0,0,0,0,NO,NO,4.2,17.4786814941,9.31,NA,47.955,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Moraceae,Ficus,congesta,,Ficus congesta,Moraceae,Ficus,Ficus congesta,0,0
WS4E1159,WS,5.1,83.571,69.81,17-Sep-07,tree,3.23,4.15,3.34,2.2,0,45.3735,2.01025,0,12.4661202873,0,3298.857,3156.195,NA,NA,55.7,0,,0,0,0,0,0,1,0,0,2,0,26,0,163.573082,45.3735,2.01025,163.5730820472,0,Euphorbiaceae,Macaranga,Macaranga ducis,ducis,0,,1,1,0,0,0,0,NO,NO,2.2,12.4661202873,7.38,NA,142.662,0,0,0,0,0,0,0,0,0,2,3,3,NNN,26,26,26,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Macaranga,ducis,,Macaranga ducis,Euphorbiaceae,Macaranga,Macaranga ducis,0,0
WS4E1160,WS,5.2,93.633,70.907,17-Sep-07,tree,1.65,2.68,1.82,0.518,0,46.608,3.525,0,3.1243393276,0,1431.835,1399.318,NA,NA,23.2,0,,1,0,0,0,0,0,0,0,0,0,0,1,179.0843226,46.91566667,3.23,179.0843225862,0,Gnetaceae,Gnetum,Gnetum gnemon,gnemon,0,,0,0,0,0,0,0,NO,NO,0.518,3.1243393276,4.33,NA,32.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Gnetaceae,Gnetum,gnemon,,Gnetum gnemon,Gnetaceae,Gnetum,Gnetum gnemon,0,0
WS4E1161,WS,5,85.57,76.1,18-Sep-07,tree,6.28,4.67,2.66,1.6,0,42.8846666667,3.677,0,4.1081639657,0,2883.32,2693.415,NA,NA,104.9,0,,1,0,0,0,0,0,0,0,0,0,0,1,209.836176,42.88466667,3.677,209.8361759596,0,Euphorbiaceae,Endospermum,Endospermum labios,labios,0,,1,1,0,0,0,0,NO,NO,1.6,4.1081639657,10.95,NA,189.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,,0,0,1,1,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Endospermum,labios,,Endospermum labios,Euphorbiaceae,Endospermum,Endospermum labios,0,0
WS4E1162,WS,5.1,87.33,77.332,18-Sep-07,tree,3.51,4.13,3.25,1.4,0,39.9916666667,1.92,0,6.4375073171,0,2857.414,2827.905,NA,NA,61.5,0,,0,1,1,0,0,0,0,0,0,0,0,0,166.1902514,40.4375,1.9625,166.19025136,0,Moraceae,Ficus,Ficus variegata,variegata,0,,1,1,0,0,0,0,NO,NO,1.4,6.4375073171,7.64,NA,29.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Moraceae,Ficus,variegata,,Ficus variegata,Moraceae,Ficus,Ficus variegata,0,0
WS5A0276,WS,5,2.511,80.673,22-Jun-06,tree,4.69,4.55,2.1,0.2,0.1176,45.11875,2.0325,0,0.8501726776,0.4292532731,1589.411,1555.816,1629,1617,36.6,44.3,Used for garamut signal,1,0,0,0,0,0,0,0,1,1,3,0,173.8391751,45.11875,2.0325,173.8391750628,0,Lamiaceae,Vitex,Vitex cofassus,cofassus,0,,1,1,0,0,0,0,NO,NO,0.3176,0.8501726776,9.24,12,33.595,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,3,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,0,0,0,0,0,1,,0,0,1,1,0,1,0,0,1,0,0,0,no,no,no,data ok,data ok,Lamiaceae,Vitex,cofassus,,Vitex cofassus,Lamiaceae,Vitex,Vitex cofassus,0,0
WS5A0277,WS,8.3,4.532,84.376,23-Jun-06,tree,6.45,3.8,3.4,2.2,0.216,45.3735,2.01025,0,8.0150766667,0.615148289,3122.772,3060.302,1512,1498,84,52.6,,0,0,0,0,0,1,0,0,1,1,0,0,122.9217836,45.3735,2.01025,122.9217835503,0,Euphorbiaceae,Macaranga,Macaranga ducis,ducis,0,,1,1,0,0,0,0,NO,NO,2.416,8.0150766667,10.25,14,62.47,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,,0,1,1,1,0,1,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Macaranga,ducis,,Macaranga ducis,Euphorbiaceae,Macaranga,Macaranga ducis,0,0
WS5A0278,WS,6.1,0,86.18,22-Jun-06,tree,7.73,0.5,0.95,0,0,45.3475,2.2125,0,0,0,NA,NA,NA,NA,0,0,Crown height has been rottened away by ants and termites.Not enough leaves for frame.(only for voucher and  DNA).,0,0,1,0,0,1,0,0,0,0,0,0,121.1299208,45.3475,2.2125,121.1299208163,0,Euphorbiaceae,Macaranga,Macaranga tanarius,tanarius,0,,1,1,0,0,0,0,NO,no mature and young leaves weights,0,0,8.23,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,1,1,1,0,1,0,1,0,0,0,0,,1,1,1,1,0,1,0,1,1,0,0,0,no,no,chance to find further records,data ok,data ok,Euphorbiaceae,Macaranga,tanarius,,Macaranga tanarius,Euphorbiaceae,Macaranga,Macaranga tanarius,0,0
WS5A0279,WS,12.8,8.296,82.068,22-Jun-06,tree,11.57,5.75,5,5.2,0.3314,45.3475,2.2125,0,23.3813165381,1.1007447732,5360.629,5247.307,1694,1684,116.7,50.7,,0,0,1,0,0,1,0,0,43,1,19,0,142.2861741,45.3475,2.2125,142.2861741096,0,Euphorbiaceae,Macaranga,Macaranga tanarius,tanarius,0,,1,1,0,0,0,0,NO,NO,5.5314,23.3813165381,17.32,10,113.322,0,0,0,0,0,0,0,0,0,45,44,44,NNN,7,19,19,NNN,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,,0,0,1,1,0,1,1,0,0,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Macaranga,tanarius,,Macaranga tanarius,Euphorbiaceae,Macaranga,Macaranga tanarius,0,0
WS5A0280,WS,7.5,0.849,83.406,22-Jun-06,tree,5.7,5.3566454799,3.6322166466,0,0,44.9715,2.32875,0,0,0,NA,NA,NA,NA,0,0,Half of the trunk with the crown has been broken by a fallen tree(damaged),0,0,0,0,0,1,0,0,6,0,0,1,228.2833123,44.9715,2.32875,228.2833123077,0,Euphorbiaceae,Macaranga,Macaranga aleuritoides,aleuritoides,0,,1,1,0,0,0,0,NO,no mature and young leaves weights,0,0,11.0566454799,NA,NA,1,80,0.3139419593,1,81,0.3962225741,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,,0,1,1,1,0,0,1,1,0,0,0,0,no,no,chance to find further records,data ok,data ok,Euphorbiaceae,Macaranga,aleuritoides,,Macaranga aleuritoides,Euphorbiaceae,Macaranga,Macaranga aleuritoides,0,0
WS5A0281,WS,17.3,10.228,85.871,24-Jun-06,tree,15.3,4.2,3.6,4.6,0.3462,47.45925,3.17975,0,19.3440374226,1.2436454936,3498.73,3393.617,1728,1674,80.7,46.6,,1,0,0,0,0,0,0,0,8,0,21,1,160.4153005,47.45925,3.17975,160.4153005405,0,Malvaceae,Trichospermum,Trichospermum pleiostigma,pleiostigma,0,,1,1,0,0,0,0,NO,NO,4.9462,19.3440374226,19.5,54,105.113,0,0,0,0,0,0,0,0,0,8,7,7,NNN,21,21,21,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Malvaceae,Trichospermum,pleiostigma,,Trichospermum pleiostigma,Malvaceae,Trichospermum,Trichospermum pleiostigma,0,0
