id,plot,PLOTPLOT,sub,subplot,sample_code_tree,TreesGeorge,UniqueInter,field_code,dbh,CAT,qty,SingleINTERACTION,bin_CATERPILLAR_ID,interaction code,FAMILY,Dubious_removal,Notes- move yess,plant_family,plant_genus,plant_species,morphospecies,PLANTx,subfamily,tribe,genus,species,subspecies
4144,K0087,K,3K0087,K3,YS3K0087,Ficus_congesta,Ficus_congestaAAQ2186,CATY001,17.8,YS3K0087CATY001,3,no,AAQ2186,YS3K0087AAQ2186,Erebidae,,,Moraceae,Ficus,congesta,,MoracFicucong,Catocalinae,,Ophyx,Ophyx sp. 10899,
2700,K0004,K,1K0004,K1,YS1K0004,Ficus_congesta,Ficus_congestaAAQ2186,CATY007,18.5,YS1K0004CATY007,1,no,AAQ2186,YS1K0004AAQ2186,Erebidae,,,Moraceae,Ficus,congesta,,MoracFicucong,Catocalinae,,Ophyx,Ophyx sp. 10899,
2703,K0004,K,1K0004,K1,YS1K0004,Ficus_congesta,Ficus_congestaAAQ2186,CATY010,18.5,YS1K0004CATY010,1,no,AAQ2186,YS1K0004AAQ2186,Erebidae,,,Moraceae,Ficus,congesta,,MoracFicucong,Catocalinae,,Ophyx,Ophyx sp. 10899,
4837,K0229,K,4K0229,K4,YS4K0229,Ficus_congesta,Ficus_congestaAAQ2186,CATY002,20.0,YS4K0229CATY002,1,no,AAQ2186,YS4K0229AAQ2186,Erebidae,,,Moraceae,Ficus,congesta,,MoracFicucong,Catocalinae,,Ophyx,Ophyx sp. 10899,
3584,K0062,K,2K0062,K2,YS2K0062,Ficus_iodotricha,Ficus_iodotrichaAAQ2186,CATY001,33.0,YS2K0062CATY001,5,no,AAQ2186,YS2K0062AAQ2186,Erebidae,,,Moraceae,Ficus,iodotricha,,MoracFicuiodo,Catocalinae,,Ophyx,Ophyx sp. 10899,
4787,K0199,K,4K0199,K4,YS4K0199,Piper_gibbilimbum,Piper_gibbilimbumAAY6219,CATY005,10.2,YS4K0199CATY005,1,no,AAY6219,YS4K0199AAY6219,Erebidae,,,Piperaceae,Piper,gibbilimbum,,PiperPipegibb,Arctiinae,Lithosiini,Lambula,Lambula sp. USNM3,
2709,K0016,K,1K0016,K1,YS1K0016,Piper_gibbilimbum,Piper_gibbilimbumAAY6219,CATY001,13.2,YS1K0016CATY001,1,no,AAY6219,YS1K0016AAY6219,Erebidae,,,Piperaceae,Piper,gibbilimbum,,PiperPipegibb,Arctiinae,Lithosiini,Lambula,Lambula sp. USNM3,
4222,K0156,K,3K0156,K3,YS3K0156,Saurauia_poolei,Saurauia_pooleiAAY6219,CATY001,14.6,YS3K0156CATY001,1,yes,AAY6219,YS3K0156AAY6219,Erebidae,,,Actinidiaceae,Saurauia,poolei,,ActinSaurpool,Arctiinae,Lithosiini,Lambula,Lambula sp. USNM3,
3596,K0076,K,2K0076,K2,YS2K0076,Ficus_calopilina,Ficus_calopilinaABW8356,CATY002,13.8,YS2K0076CATY002,2,no,ABW8356,YS2K0076ABW8356,Erebidae,,,Moraceae,Ficus,calopilina,,MoracFicucalo,Lymantriinae,Leucomini,Euproctis,Euproctis sp.,
2727,K0037,K,1K0037,K1,YS1K0037,Piper_subbullatum,Piper_subbullatumABX6387,CATY001,12.0,YS1K0037CATY001,1,no,ABX6387,YS1K0037ABX6387,Geometridae,,,Piperaceae,Piper,subbullatum,,PiperPipesubb,Ennominae,,Craspedosis,Craspedosis aurigutta,
4199,K0129,K,3K0129,K3,YS3K0129,Ficus_congesta,Ficus_congestaACB1183,CATY004,13.5,YS3K0129CATY004,1,yes,ACB1183,YS3K0129ACB1183,Noctuidae,,,Moraceae,Ficus,congesta,,MoracFicucong,Noctuinae,,Diarsia,Diarsia intermixta complex,
4844,K0238,K,4K0238,K4,YS4K0238,Piper_melula,Piper_melulaACB8986,CATY002,6.3,YS4K0238CATY002,1,no,ACB8986,YS4K0238ACB8986,Geometridae,,,Piperaceae,Piper,melula,,PiperPipemelu,Ennominae,,Paradromulia,Paradromulia sp.,
4198,K0129,K,3K0129,K3,YS3K0129,Ficus_congesta,Ficus_congestaACB8986,CATY001,13.5,YS3K0129CATY001,2,no,ACB8986,YS3K0129ACB8986,Geometridae,,,Moraceae,Ficus,congesta,,MoracFicucong,Ennominae,,Paradromulia,Paradromulia sp.,
4835,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACB8986,CATY008,39.8,YS4K0227CATY008,2,no,ACB8986,YS4K0227ACB8986,Geometridae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Ennominae,,Paradromulia,Paradromulia sp.,
2718,K0023,K,1K0023,K1,YS1K0023,Artocarpus_lacucha,Artocarpus_lacuchaACD3549,CATY005,6.2,YS1K0023CATY005,1,yes,ACD3549,YS1K0023ACD3549,Tortricidae,,,Moraceae,Artocarpus,lacucha,,MoracArtolacu,Tortricinae,,Diadelomorpha,,
2716,K0020,K,1K0020,K1,YS1K0020,Ficus_iodotricha,Ficus_iodotrichaACK9224,CATY004,13.5,YS1K0020CATY004,1,yes,ACK9224,YS1K0020ACK9224,Geometridae,,,Moraceae,Ficus,iodotricha,,MoracFicuiodo,Ennominae,,,,
2712,K0017,K,1K0017,K1,YS1K0017,Saurauia_poolei,Saurauia_pooleiACK9224,CATY001,18.1,YS1K0017CATY001,1,yes,ACK9224,YS1K0017ACK9224,Geometridae,,,Actinidiaceae,Saurauia,poolei,,ActinSaurpool,Ennominae,,,,
2728,K0040,K,1K0040,K1,YS1K0040,Ficus_calopilina,Ficus_calopilinaACK9224,CATY001,28.9,YS1K0040CATY001,6,no,ACK9224,YS1K0040ACK9224,Geometridae,,,Moraceae,Ficus,calopilina,,MoracFicucalo,Ennominae,,,,
2729,K0040,K,1K0040,K1,YS1K0040,Ficus_calopilina,Ficus_calopilinaACK9224,CATY003,28.9,YS1K0040CATY003,4,no,ACK9224,YS1K0040ACK9224,Geometridae,,,Moraceae,Ficus,calopilina,,MoracFicucalo,Ennominae,,,,
4141,K0085,K,3K0085,K3,YS3K0085,Ficus_congesta,Ficus_congestaACL2137,CATY002,5.0,YS3K0085CATY002,1,no,ACL2137,YS3K0085ACL2137,Geometridae,,,Moraceae,Ficus,congesta,,MoracFicucong,,,,,
4205,K0140,K,3K0140,K3,YS3K0140,Ficus_trichocerasa,Ficus_trichocerasaACL2137,CATY002,5.8,YS3K0140CATY002,1,yes,ACL2137,YS3K0140ACL2137,Geometridae,,,Moraceae,Ficus,trichocerasa,,MoracFicutric,,,,,
4761,K0180,K,4K0180,K4,YS4K0180,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL2137,CATY001,17.5,YS4K0180CATY001,1,no,ACL2137,YS4K0180ACL2137,Geometridae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,,,,,
2695,K0003,K,1K0003,K1,YS1K0003,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2137,CATY005,18.0,YS1K0003CATY005,2,no,ACL2137,YS1K0003ACL2137,Geometridae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
4757,K0176,K,4K0176,K4,YS4K0176,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL2137,CATY004,30.5,YS4K0176CATY004,1,no,ACL2137,YS4K0176ACL2137,Geometridae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,,,,,
4203,K0137,K,3K0137,K3,YS3K0137,Homalanthus_nervosus,Homalanthus_nervosusACL2137,CATY002,31.7,YS3K0137CATY002,1,no,ACL2137,YS3K0137ACL2137,Geometridae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
2725,K0035,K,1K0035,K1,YS1K0035,Ficus_iodotricha,Ficus_iodotrichaACL2137,CATY001,33.1,YS1K0035CATY001,2,no,ACL2137,YS1K0035ACL2137,Geometridae,,,Moraceae,Ficus,iodotricha,,MoracFicuiodo,,,,,
4772,K0185,K,4K0185,K4,YS4K0185,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL2137,CATY003,37.0,YS4K0185CATY003,1,no,ACL2137,YS4K0185ACL2137,Geometridae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,,,,,
4821,K0224,K,4K0224,K4,YS4K0224,Saurauia_conferta,Saurauia_confertaACL2198,CATY002,20.6,YS4K0224CATY002,1,yes,ACL2198,YS4K0224ACL2198,Crambidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,Spilomelinae,,Hymenia,Hymenia lophoceralis,
4202,K0137,K,3K0137,K3,YS3K0137,Homalanthus_nervosus,Homalanthus_nervosusACL2211,CATY001,31.7,YS3K0137CATY001,1,no,ACL2211,YS3K0137ACL2211,Tortricidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Tortricinae,,,,
2689,K0003,K,1K0003,K1,YS1K0003,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2220,CATY002,18.0,YS1K0003CATY002,1,no,ACL2220,YS1K0003ACL2220,Geometridae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Geometrinae,,Prasinocyma,,
2690,K0003,K,1K0003,K1,YS1K0003,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2220,CATY002,18.0,YS1K0003CATY002,1,no,ACL2220,YS1K0003ACL2220,Geometridae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Geometrinae,,Prasinocyma,,
4165,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2220,CATY012,18.9,YS3K0102CATY012,1,no,ACL2220,YS3K0102ACL2220,Geometridae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Geometrinae,,Prasinocyma,,
4161,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2288,CATY008,18.9,YS3K0102CATY008,2,no,ACL2288,YS3K0102ACL2288,Roeslerstammiidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,Amphithera,,
4831,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL2288,CATY005,39.8,YS4K0227CATY005,1,no,ACL2288,YS4K0227ACL2288,Roeslerstammiidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,Amphithera,,
4833,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL2288,CATY006,39.8,YS4K0227CATY006,2,no,ACL2288,YS4K0227ACL2288,Roeslerstammiidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,Amphithera,,
4794,K0207,K,4K0207,K4,YS4K0207,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL2383,CATY002,6.0,YS4K0207CATY002,1,no,ACL2383,YS4K0207ACL2383,Geometridae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Geometrinae,,,,
4153,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2383,CATY004,18.9,YS3K0102CATY004,4,no,ACL2383,YS3K0102ACL2383,Geometridae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Geometrinae,,,,
4155,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2383,CATY005,18.9,YS3K0102CATY005,2,no,ACL2383,YS3K0102ACL2383,Geometridae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Geometrinae,,,,
4822,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL2383,CATY001,39.8,YS4K0227CATY001,13,no,ACL2383,YS4K0227ACL2383,Geometridae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Geometrinae,,,,
4828,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL2383,CATY003,39.8,YS4K0227CATY003,2,no,ACL2383,YS4K0227ACL2383,Geometridae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Geometrinae,,,,
4829,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL2383,CATY004,39.8,YS4K0227CATY004,4,no,ACL2383,YS4K0227ACL2383,Geometridae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Geometrinae,,,,
2714,K0020,K,1K0020,K1,YS1K0020,Ficus_iodotricha,Ficus_iodotrichaACL2524,CATY000,13.5,YS1K0020CATY000,1,yes,ACL2524,YS1K0020ACL2524,Crambidae,,,Moraceae,Ficus,iodotricha,,MoracFicuiodo,Spilomelinae,,Synclera,Synclera n. sp.,
4229,K0163,K,3K0163,K3,YS3K0163,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL2584,CATY002,36.9,YS3K0163CATY002,1,no,ACL2584,YS3K0163ACL2584,Geometridae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,Ennominae,,,,
4156,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2687,CATY005,18.9,YS3K0102CATY005,2,no,ACL2687,YS3K0102ACL2687,Geometridae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Geometrinae,,,,
4154,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL2688,CATY004,18.9,YS3K0102CATY004,1,yes,ACL2688,YS3K0102ACL2688,Geometridae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Geometrinae,,,,
4786,K0199,K,4K0199,K4,YS4K0199,Piper_gibbilimbum,Piper_gibbilimbumACL2840,CATY002,10.2,YS4K0199CATY002,2,no,ACL2840,YS4K0199ACL2840,Geometridae,,,Piperaceae,Piper,gibbilimbum,,PiperPipegibb,,,,,
3602,K0232,K,2K0232,K2,YS2K0232,Trema_orientalis,Trema_orientalisACL2964,CATY001,20.0,YS2K0232CATY001,17,no,ACL2964,YS2K0232ACL2964,Elachistidae,,,Ulmaceae,Trema,orientalis,,UlmacTremorie,Parametriotinae,,Zaratha,Zaratha sp.,
4149,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL3429,CATY001,18.9,YS3K0102CATY001,10,no,ACL3429,YS3K0102ACL3429,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Tortricinae,,Zacorisca,Zacorisca holantha,
4151,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL3429,CATY002,18.9,YS3K0102CATY002,6,no,ACL3429,YS3K0102ACL3429,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Tortricinae,,Zacorisca,Zacorisca holantha,
4152,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL3429,CATY003,18.9,YS3K0102CATY003,5,no,ACL3429,YS3K0102ACL3429,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Tortricinae,,Zacorisca,Zacorisca holantha,
4163,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL3429,CATY009,18.9,YS3K0102CATY009,2,no,ACL3429,YS3K0102ACL3429,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Tortricinae,,Zacorisca,Zacorisca holantha,
4167,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL3429,CATY015,18.9,YS3K0102CATY015,1,no,ACL3429,YS3K0102ACL3429,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Tortricinae,,Zacorisca,Zacorisca holantha,
4843,K0238,K,4K0238,K4,YS4K0238,Piper_melula,Piper_melulaACL3540,CATY001,6.3,YS4K0238CATY001,1,yes,ACL3540,YS4K0238ACL3540,Tortricidae,,,Piperaceae,Piper,melula,,PiperPipemelu,,,,,
3586,K0071,K,2K0071,K2,YS2K0071,Ficus_calopilina,Ficus_calopilinaACL3612,CATY001,24.4,YS2K0071CATY001,2,no,ACL3612,YS2K0071ACL3612,Choreutidae,,,Moraceae,Ficus,calopilina,,MoracFicucalo,Choreutinae,,Choreutis,Choreutis sp.,
2726,K0035,K,1K0035,K1,YS1K0035,Ficus_iodotricha,Ficus_iodotrichaACL3612,CATY002,33.1,YS1K0035CATY002,3,no,ACL3612,YS1K0035ACL3612,Choreutidae,,,Moraceae,Ficus,iodotricha,,MoracFicuiodo,Choreutinae,,Choreutis,Choreutis sp.,
4826,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL3736,CATY002,39.8,YS4K0227CATY002,8,no,ACL3736,YS4K0227ACL3736,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Tortricinae,,Zacorisca,Zacorisca cyprantha,
4193,K0127,K,3K0127,K3,YS3K0127,Cyathea_contaminans,Cyathea_contaminansACL4036,CATY001,10.0,YS3K0127CATY001,9,no,ACL4036,YS3K0127ACL4036,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Parachaetolopha,,
4196,K0127,K,3K0127,K3,YS3K0127,Cyathea_contaminans,Cyathea_contaminansACL4036,CATY003,10.0,YS3K0127CATY003,1,no,ACL4036,YS3K0127ACL4036,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Parachaetolopha,,
4777,K0186,K,4K0186,K4,YS4K0186,Cyathea_contaminans,Cyathea_contaminansACL4036,CATY003,13.7,YS4K0186CATY003,1,no,ACL4036,YS4K0186ACL4036,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Parachaetolopha,,
4213,K0150,K,3K0150,K3,YS3K0150,Cyathea_contaminans,Cyathea_contaminansACL4036,CATY001,14.2,YS3K0150CATY001,2,no,ACL4036,YS3K0150ACL4036,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Parachaetolopha,,
4179,K0111,K,3K0111,K3,YS3K0111,Cyathea_contaminans,Cyathea_contaminansACL4036,CATY002,17.0,YS3K0111CATY002,2,no,ACL4036,YS3K0111ACL4036,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Parachaetolopha,,
4180,K0111,K,3K0111,K3,YS3K0111,Cyathea_contaminans,Cyathea_contaminansACL4036,CATY003,17.0,YS3K0111CATY003,2,no,ACL4036,YS3K0111ACL4036,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Parachaetolopha,,
4238,K0171,K,3K0171,K3,YS3K0171,Cyathea_contaminans,Cyathea_contaminansACL4036,CATY002,19.6,YS3K0171CATY002,2,no,ACL4036,YS3K0171ACL4036,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Parachaetolopha,,
4245,K0172,K,3K0172,K3,YS3K0172,Cyathea_contaminans,Cyathea_contaminansACL4036,CATY003,25.0,YS3K0172CATY003,2,no,ACL4036,YS3K0172ACL4036,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Parachaetolopha,,
4813,K0219,K,4K0219,K4,YS4K0219,Saurauia_conferta,Saurauia_confertaACL4127,CATY001,8.5,YS4K0219CATY001,1,no,ACL4127,YS4K0219ACL4127,Tortricidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,,,,,
4187,K0120,K,3K0120,K3,YS3K0120,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL4187,CATY003,25.2,YS3K0120CATY003,1,no,ACL4187,YS3K0120ACL4187,Noctuidae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,Ophiderinae,,Rusicada,Rusicada bicolor,
4250,K0174,K,3K0174,K3,YS3K0174,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL4187,CATY003,40.8,YS3K0174CATY003,1,no,ACL4187,YS3K0174ACL4187,Noctuidae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,Ophiderinae,,Rusicada,Rusicada bicolor,
3599,K0078,K,2K0078,K2,YS2K0078,Ficus_gul,Ficus_gulACL4203,CATY002,12.5,YS2K0078CATY002,1,yes,ACL4203,YS2K0078ACL4203,Erebidae,,,Moraceae,Ficus,gul,,MoracFicugul,Arctiinae,,Lemyra,,
3620,K3465,K,2K3465,K2,YS2K3465,Pipturus_argenteus,Pipturus_argenteusACL4203,CATY001,19.4,YS2K3465CATY001,182,no,ACL4203,YS2K3465ACL4203,Erebidae,,,Urticaceae,Pipturus,argenteus,,UrticPiptarge,Arctiinae,,Lemyra,,
3623,K3465,K,2K3465,K2,YS2K3465,Pipturus_argenteus,Pipturus_argenteusACL4203,CATY003,19.4,YS2K3465CATY003,3,no,ACL4203,YS2K3465ACL4203,Erebidae,,,Urticaceae,Pipturus,argenteus,,UrticPiptarge,Arctiinae,,Lemyra,,
3585,K0062,K,2K0062,K2,YS2K0062,Ficus_iodotricha,Ficus_iodotrichaACL4203,CATY002,33.0,YS2K0062CATY002,4,no,ACL4203,YS2K0062ACL4203,Erebidae,,,Moraceae,Ficus,iodotricha,,MoracFicuiodo,Arctiinae,,Lemyra,,
2698,K0004,K,1K0004,K1,YS1K0004,Ficus_congesta,Ficus_congestaACM3125,CATY006,18.5,YS1K0004CATY006,2,no,ACM3125,YS1K0004ACM3125,Tortricidae,,,Moraceae,Ficus,congesta,,MoracFicucong,,,,,
4160,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3125,CATY007,18.9,YS3K0102CATY007,2,no,ACM3125,YS3K0102ACM3125,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
4201,K0134,K,3K0134,K3,YS3K0134,Saurauia_conferta,Saurauia_confertaACM3127,CATY001,6.5,YS3K0134CATY001,1,no,ACM3127,YS3K0134ACM3127,Tortricidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,,,,,
4175,K0110,K,3K0110,K3,YS3K0110,Cyathea_contaminans,Cyathea_contaminansACM3127,CATY004,13.5,YS3K0110CATY004,2,no,ACM3127,YS3K0110ACM3127,Tortricidae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,,,,,
4166,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3127,CATY014,18.9,YS3K0102CATY014,1,no,ACM3127,YS3K0102ACM3127,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
4819,K0223,K,4K0223,K4,YS4K0223,Piper_subbullatum,Piper_subbullatumACM3136,CATY001,6.2,YS4K0223CATY001,1,yes,ACM3136,YS4K0223ACM3136,Tortricidae,,,Piperaceae,Piper,subbullatum,,PiperPipesubb,,,,,
4157,K0102,K,3K0102,K3,YS3K0102,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3250,CATY006,18.9,YS3K0102CATY006,2,no,ACM3250,YS3K0102ACM3250,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
4823,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3328,CATY001,39.8,YS4K0227CATY001,3,no,ACM3328,YS4K0227ACM3328,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,,,
4827,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3328,CATY002,39.8,YS4K0227CATY002,3,no,ACM3328,YS4K0227ACM3328,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,,,
2694,K0003,K,1K0003,K1,YS1K0003,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3797,CATY004,18.0,YS1K0003CATY004,1,no,ACM3797,YS1K0003ACM3797,Nolidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Nolinae,,Nola,Nola opalina,
2701,K0004,K,1K0004,K1,YS1K0004,Ficus_congesta,Ficus_congestaACM3802,CATY008,18.5,YS1K0004CATY008,1,no,ACM3802,YS1K0004ACM3802,Tortricidae,,,Moraceae,Ficus,congesta,,MoracFicucong,Tortricinae,,Zacorisca,,
4188,K0120,K,3K0120,K3,YS3K0120,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACM3802,CATY004,25.2,YS3K0120CATY004,1,yes,ACM3802,YS3K0120ACM3802,Tortricidae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,Tortricinae,,Zacorisca,,
3621,K3465,K,2K3465,K2,YS2K3465,Pipturus_argenteus,Pipturus_argenteusACM3873,CATY001,19.4,YS2K3465CATY001,4,no,ACM3873,YS2K3465ACM3873,Limacodidae,,,Urticaceae,Pipturus,argenteus,,UrticPiptarge,,,,,
3625,K3465,K,2K3465,K2,YS2K3465,Pipturus_argenteus,Pipturus_argenteusACM3873,CATY005,19.4,YS2K3465CATY005,3,no,ACM3873,YS2K3465ACM3873,Limacodidae,,,Urticaceae,Pipturus,argenteus,,UrticPiptarge,,,,,
4192,K0127,K,3K0127,K3,YS3K0127,Cyathea_contaminans,Cyathea_contaminansACM3914,CATY001,10.0,YS3K0127CATY001,3,no,ACM3914,YS3K0127ACM3914,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Sauris,,
4195,K0127,K,3K0127,K3,YS3K0127,Cyathea_contaminans,Cyathea_contaminansACM3914,CATY003,10.0,YS3K0127CATY003,2,no,ACM3914,YS3K0127ACM3914,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Sauris,,
4243,K0172,K,3K0172,K3,YS3K0172,Cyathea_contaminans,Cyathea_contaminansACM3914,CATY003,25.0,YS3K0172CATY003,2,no,ACM3914,YS3K0172ACM3914,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Sauris,,
4830,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3945,CATY005,39.8,YS4K0227CATY005,2,no,ACM3945,YS4K0227ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,,,
4832,K0227,K,4K0227,K4,YS4K0227,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3945,CATY006,39.8,YS4K0227CATY006,2,no,ACM3945,YS4K0227ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,,,
4197,K0128,K,3K0128,K3,YS3K0128,Piper_gibbilimbum,Piper_gibbilimbumACM4197,CATY001,6.8,YS3K0128CATY001,1,yes,ACM4197,YS3K0128ACM4197,Erebidae,,,Piperaceae,Piper,gibbilimbum,,PiperPipegibb,Lymantriinae,,,,
