sample_code,PLOT,PLOT,HABITAT,PLOT_CODE,obs_id,proj_code,sp_code,obs_date,plant family,plant genus,plant species,code,INTERACTION,morphspecies,ordo,insect family,insect genus,insect species,qty
WS4A2163,A2163,A,PRIMARY,AP,228138,W-CATS,XXXX125,5/22/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228767,W-CATS,XXXX125,5/13/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228765,W-CATS,XXXX125,5/13/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228145,W-CATS,XXXX125,5/22/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228143,W-CATS,XXXX125,5/22/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228141,W-CATS,XXXX125,5/22/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228139,W-CATS,XXXX125,5/22/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228137,W-CATS,XXXX125,5/13/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228766,W-CATS,XXXX125,5/13/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2163,A2163,A,PRIMARY,AP,228144,W-CATS,XXXX125,5/22/2010,Rubiaceae,Uncaria,appendiculata,Uncaappe,UncaappeXXXX125,,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WS4A2165,A2165,A,PRIMARY,AP,234227,W-CATS,TORT022,5/10/2010,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT022,,Lepidoptera,Tortricidae,Adoxophyes,thoracica,1
WS4A2167,A2167,A,PRIMARY,AP,237042,W-CATS,GEOM133,5/19/2010,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltGEOM133,,Lepidoptera,Geometridae,,,1
WS4A2167,A2167,A,PRIMARY,AP,237041,W-CATS,NOCT046,5/19/2010,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltNOCT046,,Lepidoptera,Noctuidae,Hypena,isogona,1
WS4A2167,A2167,A,PRIMARY,AP,228751,W-CATS,TORT008,5/19/2010,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT008,,Lepidoptera,Tortricidae,Adoxophyes,templana,1
WS4A2167,A2167,A,PRIMARY,AP,232899,W-CATS,TORT040,5/19/2010,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT040,,Lepidoptera,Tortricidae,Homona,mermerodes,1
WS4A2169,A2169,A,PRIMARY,AP,226409,W-CATS,TORT040,5/19/2010,Lamiaceae,Faradaya,splendida,Farasple,FaraspleTORT040,,Lepidoptera,Tortricidae,Homona,mermerodes,1
WS4A2170,A2170,A,PRIMARY,AP,234293,W-CATS,TORT022,5/20/2010,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT022,,Lepidoptera,Tortricidae,Adoxophyes,thoracica,1
WS4A2171,A2171,A,PRIMARY,AP,236153,W-CATS,CRAM097,5/20/2010,Vitaceae,Cayratia,japonica,Cayrjapo,CayrjapoCRAM097,,Lepidoptera,Crambidae,,,1
WS4B0409,B0409,B,PRIMARY,BP,228528,W-CATS,CRAM051,10/22/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiCRAM051,27,Lepidoptera,Crambidae,Orthospila,,1
WS4B0409,B0409,B,PRIMARY,BP,228835,W-CATS,GEOM034,10/22/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,27,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS4B0409,B0409,B,PRIMARY,BP,234571,W-CATS,TORT008,10/22/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiTORT008,27,Lepidoptera,Tortricidae,Adoxophyes,templana,1
WS4B0409,B0409,B,PRIMARY,BP,234596,W-CATS,TORT067,10/22/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiTORT067,27,Lepidoptera,Tortricidae,Homona,trachyptera,1
WS4B0409,B0409,B,PRIMARY,BP,235736,W-CATS,XXXX140,10/22/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiXXXX140,27,Lepidoptera,,,,1
WS4B0410,B0410,B,PRIMARY,BP,237058,W-CATS,THYR001,10/21/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTHYR001,16.8,Lepidoptera,Thyrididae,Mellea,ordinaria,1
WS4B0410,B0410,B,PRIMARY,BP,228874,W-CATS,TORT062,10/21/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTORT062,16.8,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0410,B0410,B,PRIMARY,BP,222337,W-CATS,TORT062,10/21/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTORT062,16.8,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0410,B0410,B,PRIMARY,BP,222335,W-CATS,TORT062,10/21/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTORT062,16.8,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0410,B0410,B,PRIMARY,BP,222336,W-CATS,TORT062,10/21/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTORT062,16.8,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0411,B0411,B,PRIMARY,BP,226333,W-CATS,XXXX048,10/22/2010,Euphorbiaceae,Macaranga,quadriglandulosa,Macaquad,MacaquadXXXX048,5.6,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WS4B0413,B0413,B,PRIMARY,BP,234821,W-CATS,PYRA018,10/22/2011,Lamiaceae,Vitex,cofassus,Vitecofa,VitecofaPYRA018,11.4,Lepidoptera,Crambidae,Agrotera,coelatalis,1
WS4B0413,B0413,B,PRIMARY,BP,236702,W-CATS,PYRA024,10/22/2011,Lamiaceae,Vitex,cofassus,Vitecofa,VitecofaPYRA024,11.4,Lepidoptera,Crambidae,Pagyda,salvalis,1
WS4B0413,B0413,B,PRIMARY,BP,237129,W-CATS,TORT022,10/22/2010,Lamiaceae,Vitex,cofassus,Vitecofa,VitecofaTORT022,11.4,Lepidoptera,Tortricidae,Adoxophyes,thoracica,1
WS4B0414,B0414,B,PRIMARY,BP,228967,W-CATS,OECO002,10/22/2010,Burseraceae,Garuga,floribunda,Garuflor,GaruflorOECO002,10.3,Lepidoptera,Nolidae,Gabala,australiata,1
WS4B0417,B0417,B,PRIMARY,BP,237047,W-CATS,TORT005,10/20/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuTORT005,8.8,Lepidoptera,Choreutidae,Choreutis,,1
WS4B0417,B0417,B,PRIMARY,BP,226456,W-CATS,XXXX067,10/20/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuXXXX067,8.8,Lepidoptera,Geometridae,Bosara,,1
WS4B0417,B0417,B,PRIMARY,BP,237438,W-CATS,XXXX068,10/20/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuXXXX068,8.8,Lepidoptera,Gelechiidae,Dichomeris,,1
WS4B0418,B0418,B,PRIMARY,BP,222339,W-CATS,TORT062,10/22/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuTORT062,8.6,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0418,B0418,B,PRIMARY,BP,222338,W-CATS,TORT062,10/22/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuTORT062,8.6,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0419,B0419,B,PRIMARY,BP,237055,W-CATS,THYR001,10/22/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTHYR001,13.6,Lepidoptera,Thyrididae,Mellea,ordinaria,1
WS4B0419,B0419,B,PRIMARY,BP,222341,W-CATS,TORT062,10/22/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTORT062,13.6,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0419,B0419,B,PRIMARY,BP,222340,W-CATS,TORT062,10/22/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTORT062,13.6,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0422,B0422,B,PRIMARY,BP,228012,W-CATS,GEOM177,10/21/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleGEOM177,8,Lepidoptera,Geometridae,Aeolochroma,,1
WS4B0422,B0422,B,PRIMARY,BP,237168,W-CATS,TORT185,10/21/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleTORT185,8,Lepidoptera,Tortricidae,,,1
WS4B0424,B0424,B,PRIMARY,BP,236671,W-CATS,CHOR003,3/21/2010,Moraceae,Ficus,nodosa,Ficunodo,FicunodoCHOR003,10.4,Lepidoptera,Choreutidae,Brenthia,,1
WS4B0424,B0424,B,PRIMARY,BP,236672,W-CATS,CHOR003,10/21/2010,Moraceae,Ficus,nodosa,Ficunodo,FicunodoCHOR003,10.4,Lepidoptera,Choreutidae,Brenthia,,1
WS4B0432,B0432,B,PRIMARY,BP,236156,W-CATS,CRAM048,10/20/2010,Malvaceae,Commersonia,bartramia,Commbart,CommbartCRAM048,11.4,Lepidoptera,Crambidae,Pleuroptya,balteata,1
WS4B0432,B0432,B,PRIMARY,BP,227475,W-CATS,NOLI007,10/20/2011,Malvaceae,Commersonia,bartramia,Commbart,CommbartNOLI007,11.4,Lepidoptera,Nolidae,Etanna,vittalis,1
WS4B0432,B0432,B,PRIMARY,BP,231200,W-CATS,NOLI007,10/20/2010,Malvaceae,Commersonia,bartramia,Commbart,CommbartNOLI007,11.4,Lepidoptera,Nolidae,Etanna,vittalis,1
WS4B0434,B0434,B,PRIMARY,BP,228860,W-CATS,GEOM034,10/21/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,12.9,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS4B0438,B0438,B,PRIMARY,BP,228996,W-CATS,OECO004,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciOECO004,7.1,Lepidoptera,Oecophoridae,Delonoma,pyrrhoplecta,1
WS4B0438,B0438,B,PRIMARY,BP,226458,W-CATS,XXXX067,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciXXXX067,7.1,Lepidoptera,Geometridae,Bosara,,1
WS4B0438,B0438,B,PRIMARY,BP,226452,W-CATS,XXXX067,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciXXXX067,7.1,Lepidoptera,Geometridae,Bosara,,1
WS4B0438,B0438,B,PRIMARY,BP,226450,W-CATS,XXXX067,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciXXXX067,7.1,Lepidoptera,Geometridae,Bosara,,1
WS4B0438,B0438,B,PRIMARY,BP,226448,W-CATS,XXXX067,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciXXXX067,7.1,Lepidoptera,Geometridae,Bosara,,1
WS4B0438,B0438,B,PRIMARY,BP,226444,W-CATS,XXXX067,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciXXXX067,7.1,Lepidoptera,Geometridae,Bosara,,1
WS4B0438,B0438,B,PRIMARY,BP,226455,W-CATS,XXXX067,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciXXXX067,7.1,Lepidoptera,Geometridae,Bosara,,1
WS4B0438,B0438,B,PRIMARY,BP,226449,W-CATS,XXXX067,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciXXXX067,7.1,Lepidoptera,Geometridae,Bosara,,1
WS4B0438,B0438,B,PRIMARY,BP,226447,W-CATS,XXXX067,10/19/2010,Euphorbiaceae,Macaranga,ducis,Macaduci,MacaduciXXXX067,7.1,Lepidoptera,Geometridae,Bosara,,1
WS4B0443,B0443,B,PRIMARY,BP,222044,W-CATS,LYCA006,10/15/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuLYCA006,6.6,Lepidoptera,Lycaenidae,Philiris,helena helena,1
WS4B0443,B0443,B,PRIMARY,BP,228994,W-CATS,OECO004,10/15/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuOECO004,6.6,Lepidoptera,Oecophoridae,Delonoma,pyrrhoplecta,1
WS4B0446,B0446,B,PRIMARY,BP,225974,W-CATS,GEOM177,10/17/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleGEOM177,10.2,Lepidoptera,Geometridae,Aeolochroma,,1
WS4B0455,B0455,B,PRIMARY,BP,236655,W-CATS,CHOR001,10/17/2011,Moraceae,Ficus,variegata,Ficuvari,FicuvariCHOR001,12.1,Lepidoptera,Choreutidae,Brenthia,,1
WS4B0455,B0455,B,PRIMARY,BP,236651,W-CATS,CHOR001,10/17/2011,Moraceae,Ficus,variegata,Ficuvari,FicuvariCHOR001,12.1,Lepidoptera,Choreutidae,Brenthia,,1
WS4B0455,B0455,B,PRIMARY,BP,235379,W-CATS,CHOR006,10/17/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCHOR006,12.1,Lepidoptera,Choreutidae,,,1
WS4B0457,B0457,B,PRIMARY,BP,228901,W-CATS,LYCA006,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiLYCA006,10.1,Lepidoptera,Lycaenidae,Philiris,helena helena,1
WS4B0457,B0457,B,PRIMARY,BP,237151,W-CATS,NOCT017,10/18/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiNOCT017,10.1,Lepidoptera,Noctuidae,Plecoptera,violacea,1
WS4B0457,B0457,B,PRIMARY,BP,229084,W-CATS,NOLI007,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiNOLI007,10.1,Lepidoptera,Nolidae,Etanna,vittalis,1
WS4B0457,B0457,B,PRIMARY,BP,237217,W-CATS,TORT051,10/18/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiTORT051,10.1,Lepidoptera,Tortricidae,Homona,phanaea,1
WS4B0457,B0457,B,PRIMARY,BP,222334,W-CATS,TORT062,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiTORT062,10.1,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0457,B0457,B,PRIMARY,BP,222332,W-CATS,TORT062,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiTORT062,10.1,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0457,B0457,B,PRIMARY,BP,222330,W-CATS,TORT062,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiTORT062,10.1,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0457,B0457,B,PRIMARY,BP,222328,W-CATS,TORT062,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiTORT062,10.1,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0457,B0457,B,PRIMARY,BP,222333,W-CATS,TORT062,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiTORT062,10.1,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0457,B0457,B,PRIMARY,BP,222331,W-CATS,TORT062,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiTORT062,10.1,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0457,B0457,B,PRIMARY,BP,222329,W-CATS,TORT062,10/20/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiTORT062,10.1,Lepidoptera,Thyrididae,Addaea,pusilla,1
WS4B0457,B0457,B,PRIMARY,BP,234700,W-CATS,XXXX095,10/18/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiXXXX095,10.1,Lepidoptera,Gelechiidae,Dichomeris,,1
WS4B0457,B0457,B,PRIMARY,BP,234699,W-CATS,XXXX095,10/18/2010,Fabaceae,Pterocarpus,indicus,Pterindi,PterindiXXXX095,10.1,Lepidoptera,Gelechiidae,Dichomeris,,1
WS4B0458,B0458,B,PRIMARY,BP,234501,W-CATS,CHOR003,10/18/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCHOR003,15.3,Lepidoptera,Choreutidae,Brenthia,,1
WS4B0459,B0459,B,PRIMARY,BP,226561,W-CATS,CHOR013,10/15/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuCHOR013,15.3,Lepidoptera,Choreutidae,,,1
WS4B0459,B0459,B,PRIMARY,BP,237033,W-CATS,NOCT094,10/15/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuNOCT094,15.3,Lepidoptera,Pyralidae,Paraphomia,disjuncta,1
WS4B0459,B0459,B,PRIMARY,BP,237031,W-CATS,NOCT094,10/15/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuNOCT094,15.3,Lepidoptera,Pyralidae,Paraphomia,disjuncta,1
WS4B0459,B0459,B,PRIMARY,BP,229095,W-CATS,NOLI005,10/15/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuNOLI005,15.3,Lepidoptera,Nolidae,Etanna,brunnea,1
WS4B0459,B0459,B,PRIMARY,BP,228995,W-CATS,OECO004,10/15/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuOECO004,15.3,Lepidoptera,Oecophoridae,Delonoma,pyrrhoplecta,1
WS4B0459,B0459,B,PRIMARY,BP,228992,W-CATS,OECO004,10/15/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuOECO004,15.3,Lepidoptera,Oecophoridae,Delonoma,pyrrhoplecta,1
WS4B0460,B0460,B,PRIMARY,BP,236652,W-CATS,CHOR001,10/15/2011,Moraceae,Ficus,variegata,Ficuvari,FicuvariCHOR001,11.5,Lepidoptera,Choreutidae,Brenthia,,1
WS4B0461,B0461,B,PRIMARY,BP,228988,W-CATS,GEOM132,10/18/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM132,20.9,Lepidoptera,Nolidae,Giaura,leucophaea,1
WS4B0461,B0461,B,PRIMARY,BP,226350,W-CATS,LYCA024,10/18/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiLYCA024,20.9,Lepidoptera,Lycaenidae,Hypochrysops,pythias,1
WS4B0461,B0461,B,PRIMARY,BP,226348,W-CATS,LYCA024,10/18/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiLYCA024,20.9,Lepidoptera,Lycaenidae,Hypochrysops,pythias,1
WS4B0461,B0461,B,PRIMARY,BP,226349,W-CATS,LYCA024,10/18/2010,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiLYCA024,20.9,Lepidoptera,Lycaenidae,Hypochrysops,pythias,1
WS4B0463,B0463,B,PRIMARY,BP,236131,W-CATS,CRAM050,10/15/2010,Rubiaceae,Sarcocephalus,coadunatus,Sarccoad,SarccoadCRAM050,9.5,Lepidoptera,Crambidae,Parotis,tricoloralis,1
WS4B0464,B0464,B,PRIMARY,BP,222784,W-CATS,GEOM173,10/15/2010,Lamiaceae,Vitex,cofassus,Vitecofa,VitecofaGEOM173,5.2,Lepidoptera,Geometridae,,,1
WS4B0469,B0469,B,PRIMARY,BP,234505,W-CATS,CHOR013,10/15/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCHOR013,5.5,Lepidoptera,Choreutidae,,,1
WS4B1224,B1224,B,PRIMARY,BP,226481,W-CATS,NYMP014,10/15/2010,Arecaceae,Areca,catechu,Areccate,AreccateNYMP014,6.2,Lepidoptera,Nymphalidae,Taenaris,dimona,1
WS4B2380,B2380,B,PRIMARY,BP,247177,W-CATS,GEOM009,10/5/2010,Euphorbiaceae,Mallotus,peltatus,Mallpelt,MallpeltGEOM009,,Lepidoptera,Geometridae,Catoria,delectaria,1
WS4B2383,B2383,B,PRIMARY,BP,228538,W-CATS,CRAM003,10/5/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCRAM003,,Lepidoptera,Crambidae,Glyphodes,margaritaria,1
WS4B2383,B2383,B,PRIMARY,BP,228536,W-CATS,CRAM003,10/5/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCRAM003,,Lepidoptera,Crambidae,Glyphodes,margaritaria,1
WS4B2384,B2384,B,PRIMARY,BP,233972,W-CATS,PYRA001,10/5/2010,Phyllanthaceae,Breynia,cernua,Breycern,BreycernPYRA001,,Lepidoptera,Crambidae,Isocentris,aequalis,1
WS4B2386,B2386,B,PRIMARY,BP,234217,W-CATS,CRAM012,10/5/2010,Malvaceae,Urena,lobata,Urenloba,UrenlobaCRAM012,,Lepidoptera,Crambidae,Haritalodes,adjunctalis,1
WS4B2386,B2386,B,PRIMARY,BP,237722,W-CATS,NOCT011,10/5/2010,Malvaceae,Urena,lobata,Urenloba,UrenlobaNOCT011,,Lepidoptera,Noctuidae,Rusicada,revocans,1
WS4B2386,B2386,B,PRIMARY,BP,228155,W-CATS,NOCT085,10/5/2010,Malvaceae,Urena,lobata,Urenloba,UrenlobaNOCT085,,Lepidoptera,Noctuidae,,,1
WS4B2386,B2386,B,PRIMARY,BP,228154,W-CATS,NOCT085,10/5/2010,Malvaceae,Urena,lobata,Urenloba,UrenlobaNOCT085,,Lepidoptera,Noctuidae,,,1
WS4B2386,B2386,B,PRIMARY,BP,247121,W-CATS,NOCT196,10/5/2010,Malvaceae,Urena,lobata,Urenloba,UrenlobaNOCT196,,Lepidoptera,Noctuidae,,,1
WS4B2392,B2392,B,PRIMARY,BP,236010,W-CATS,TORT040,10/5/2010,Stemonuraceae,Medusanthera,laxiflora,Medulaxi,MedulaxiTORT040,,Lepidoptera,Tortricidae,Homona,mermerodes,1
WS4B2393,B2393,B,PRIMARY,BP,226311,W-CATS,HYBL003,10/6/2010,Lamiaceae,Callicarpa,longifolia,Calllong,CalllongHYBL003,,Lepidoptera,Hyblaeidae,Hyblaea,amboinae,1
WS4B2393,B2393,B,PRIMARY,BP,222300,W-CATS,PYRA013,10/6/2010,Lamiaceae,Callicarpa,longifolia,Calllong,CalllongPYRA013,,Lepidoptera,Crambidae,Pagyda,ochrealis,1
WS4B2393,B2393,B,PRIMARY,BP,222299,W-CATS,PYRA013,10/6/2010,Lamiaceae,Callicarpa,longifolia,Calllong,CalllongPYRA013,,Lepidoptera,Crambidae,Pagyda,ochrealis,1
WS4B2398,B2398,B,PRIMARY,BP,237459,W-CATS,TORT065,10/6/2010,Euphorbiaceae,Macaranga,aleuritoides,Macaaleu,MacaaleuTORT065,,Lepidoptera,Tortricidae,Heleanna,,1
WS4B2400,B2400,B,PRIMARY,BP,228452,W-CATS,GEOM173,10/6/2010,Lamiaceae,Vitex,cofassus,Vitecofa,VitecofaGEOM173,,Lepidoptera,Geometridae,,,1
WS4B2404,B2404,B,PRIMARY,BP,235956,W-CATS,THYR001,10/6/2010,Euphorbiaceae,Macaranga,tanarius,Macatana,MacatanaTHYR001,,Lepidoptera,Thyrididae,Mellea,ordinaria,1
WS4C0686,C0686,C,PRIMARY,CP,235914,W-CATS,THYR001,11/30/2010,Euphorbiaceae,Macaranga,neobritannica,Macaneob,MacaneobTHYR001,5.2,Lepidoptera,Thyrididae,Mellea,ordinaria,1
WS4C0686,C0686,C,PRIMARY,CP,237167,W-CATS,THYR001,11/30/2010,Euphorbiaceae,Macaranga,neobritannica,Macaneob,MacaneobTHYR001,5.2,Lepidoptera,Thyrididae,Mellea,ordinaria,1
WS4C0689,C0689,C,PRIMARY,CP,222036,W-CATS,CRAM006,11/30/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCRAM006,7.3,Lepidoptera,Crambidae,Talanga,sexpunctalis,1
WS4C0689,C0689,C,PRIMARY,CP,222034,W-CATS,CRAM006,11/30/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCRAM006,7.3,Lepidoptera,Crambidae,Talanga,sexpunctalis,1
WS4C0689,C0689,C,PRIMARY,CP,221702,W-CATS,CRAM008,11/30/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCRAM008,7.3,Lepidoptera,Crambidae,Glyphodes,stolalis,1
WS4C0691,C0691,C,PRIMARY,CP,228673,W-CATS,GEOM015,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleGEOM015,9.3,Lepidoptera,Geometridae,Ectropis,bhurmitra,1
WS4C0691,C0691,C,PRIMARY,CP,228324,W-CATS,GEOM179,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleGEOM179,9.3,Lepidoptera,Geometridae,Aeolochroma,,1
WS4C0691,C0691,C,PRIMARY,CP,228322,W-CATS,GEOM179,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleGEOM179,9.3,Lepidoptera,Geometridae,Aeolochroma,,1
WS4C0691,C0691,C,PRIMARY,CP,234279,W-CATS,TORT022,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleTORT022,9.3,Lepidoptera,Tortricidae,Adoxophyes,thoracica,1
WS4C0691,C0691,C,PRIMARY,CP,237469,W-CATS,XXXX120,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleXXXX120,9.3,Lepidoptera,Gelechiidae,Dichomeris,,1
WS4C0691,C0691,C,PRIMARY,CP,237475,W-CATS,XXXX120,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleXXXX120,9.3,Lepidoptera,Gelechiidae,Dichomeris,,1
WS4C0691,C0691,C,PRIMARY,CP,234588,W-CATS,XXXX144,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleXXXX144,9.3,Lepidoptera,Oecophoridae,,,1
WS4C0692,C0692,C,PRIMARY,CP,247065,W-CATS,GELE013,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleGELE013,7.6,Lepidoptera,Gelechiidae,,,1
WS4C0692,C0692,C,PRIMARY,CP,228328,W-CATS,GEOM177,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleGEOM177,7.6,Lepidoptera,Geometridae,Aeolochroma,,1
WS4C0692,C0692,C,PRIMARY,CP,225975,W-CATS,GEOM179,11/30/2010,Rutaceae,Melicope,elleryana,Melielle,MelielleGEOM179,7.6,Lepidoptera,Geometridae,Aeolochroma,,1
WS4C0693,C0693,C,PRIMARY,CP,222035,W-CATS,CRAM006,11/30/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariCRAM006,6,Lepidoptera,Crambidae,Talanga,sexpunctalis,1
WS4C0698,C0698,C,PRIMARY,CP,227991,W-CATS,TORT210,11/30/2010,Moraceae,Ficus,variegata,Ficuvari,FicuvariTORT210,5.2,Lepidoptera,Tortricidae,,,1
